,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
14867,2.85,4,2.5,2360,7350,1.0,0.0,0.0,4,7,1440,920,1965,0.0,98001,47.3417,-122.277,1450,7305
14659,4.99,3,3.5,1690,1432,2.0,0.0,0.0,3,7,1360,330,2008,0.0,98199,47.6513,-122.4,1650,2788
3703,2.017,3,1.0,1010,9576,1.0,0.0,0.0,4,7,1010,0,1967,0.0,98001,47.2956,-122.272,1540,9576
4231,7.0,9,3.0,3680,4400,2.0,0.0,0.0,3,7,2830,850,1908,0.0,98102,47.6374,-122.324,1960,2450
11592,3.55,3,2.5,1880,5290,1.0,0.0,0.0,3,8,1250,630,1974,0.0,98108,47.5401,-122.3,2030,5092
3603,5.025,5,2.5,2430,6168,2.0,0.0,0.0,3,8,2430,0,2007,0.0,98056,47.5237,-122.199,2150,8400
12919,8.5,2,1.5,1800,4144,1.0,0.0,4.0,4,7,900,900,1962,0.0,98116,47.5934,-122.39,2090,4173
2411,6.25,3,2.5,2410,64073,1.0,0.0,0.0,4,8,1820,590,1976,0.0,98072,47.7457,-122.141,2980,48760
12719,2.87,3,1.0,1450,6000,1.0,0.0,0.0,4,7,1450,0,1953,0.0,98118,47.5238,-122.287,1170,6464
16010,5.79,2,1.75,1560,4500,1.0,0.0,0.0,3,8,1560,0,2004,0.0,98053,47.7128,-122.032,1860,4500
7632,4.165,3,1.0,1100,4184,1.0,0.0,0.0,4,7,1100,0,1965,0.0,98136,47.5309,-122.382,1630,4366
12845,4.1,3,2.25,1420,3750,2.0,0.0,0.0,3,7,1420,0,1987,0.0,98116,47.5725,-122.383,1430,4664
18510,6.02,4,1.75,2420,37800,1.0,0.0,0.0,4,8,1880,540,1981,0.0,98053,47.6688,-122.024,2780,35532
8864,3.92,3,1.0,1230,9600,1.0,0.0,0.0,3,7,1230,0,1952,0.0,98118,47.5553,-122.288,1510,6600
21287,4.65,3,1.0,1150,18200,1.0,0.0,0.0,5,7,1150,0,1959,0.0,98058,47.4262,-122.187,1714,18200
14097,4.07185,3,1.75,1860,48076,1.5,0.0,0.0,4,8,1860,0,1929,0.0,98070,47.5051,-122.461,1410,23066
2578,4.82,4,2.5,2710,35868,2.0,0.0,0.0,3,9,2710,0,1989,0.0,98038,47.375,-122.022,2780,36224
17358,4.999,4,3.0,2180,12196,2.0,0.0,0.0,4,7,2180,0,1968,0.0,98027,47.5338,-122.033,1500,6534
9743,3.29,3,2.0,1840,6755,1.0,0.0,2.0,3,8,1840,0,1989,0.0,98003,47.3512,-122.305,1790,6459
3576,5.21,2,1.0,1050,7500,1.5,0.0,3.0,4,6,1050,0,1910,0.0,98116,47.5577,-122.399,2540,13680
14971,6.35,4,2.5,4260,36360,1.5,0.0,0.0,4,8,4100,160,1935,0.0,98155,47.764,-122.302,2430,17888
7546,3.1,4,2.25,1780,8820,1.0,0.0,0.0,4,8,1480,300,1966,0.0,98032,47.3618,-122.289,1780,8625
1201,5.1,3,1.75,1490,3800,1.0,0.0,0.0,3,6,700,790,1913,0.0,98118,47.5554,-122.27,2180,4000
13181,2.45,4,2.25,2050,7700,2.0,0.0,0.0,3,7,2050,0,1977,0.0,98023,47.3009,-122.375,1780,7700
12640,3.7,3,2.5,2490,4244,2.0,0.0,0.0,3,9,2490,0,2005,0.0,98042,47.3705,-122.131,2490,4748
16376,3.023,5,2.75,3130,9450,1.0,0.0,0.0,4,8,1580,1550,1973,0.0,98023,47.3099,-122.384,1900,9000
11530,6.9,4,2.5,2740,8120,2.0,0.0,0.0,3,9,2740,0,1999,0.0,98074,47.6123,-122.006,2780,8344
4619,11.3,4,3.5,4300,8406,2.0,0.0,1.0,3,11,3580,720,1987,0.0,98040,47.5396,-122.214,2770,10006
14451,2.6,4,1.75,2010,10816,1.0,0.0,0.0,3,7,1410,600,1955,0.0,98178,47.5048,-122.251,1610,9360
13656,3.75,4,1.75,1870,12500,1.0,0.0,1.0,5,6,1030,840,1943,0.0,98056,47.511,-122.197,2060,14141
17928,6.235,4,3.0,1550,3350,1.0,0.0,0.0,3,7,860,690,1918,2014.0,98107,47.6583,-122.362,1310,5000
20705,5.0795,4,2.5,2630,6283,2.0,0.0,0.0,3,9,2630,0,2006,0.0,98059,47.5079,-122.158,2630,7210
3639,7.125,3,1.5,1660,8797,1.0,0.0,0.0,4,7,1660,0,1956,0.0,98004,47.5892,-122.202,2350,10053
8419,6.4,3,2.0,1380,4800,1.0,0.0,0.0,3,7,1380,0,1948,0.0,98199,47.651,-122.369,1740,5640
16992,2.98,3,1.75,1620,12825,1.0,0.0,0.0,3,8,1340,280,1962,0.0,98003,47.3321,-122.323,2076,11200
17091,2.72,3,3.0,2430,10500,1.0,0.0,0.0,4,8,2150,280,1983,0.0,98003,47.2579,-122.312,1670,9800
2126,2.35,3,1.75,1190,7280,1.0,0.0,0.0,4,7,1190,0,1968,0.0,98092,47.3151,-122.19,1250,7800
19313,8.12,4,2.5,2270,5000,2.0,0.0,0.0,3,9,2270,0,2014,0.0,98117,47.6916,-122.37,1210,5000
18525,4.75,2,2.0,1540,54450,2.0,0.0,0.0,3,7,1540,0,1983,0.0,98053,47.63800000000001,-121.953,2280,29918
808,5.81,3,2.5,2600,4438,2.0,0.0,0.0,3,7,2600,0,2004,0.0,98053,47.6799,-122.034,2600,4904
170,2.84,3,1.75,1560,21000,1.0,0.0,0.0,3,7,1560,0,1954,0.0,98166,47.4776,-122.337,1070,7920
5378,4.75226,3,2.5,2120,4512,2.0,0.0,0.0,3,8,2120,0,1988,0.0,98011,47.75,-122.183,2000,4553
3382,9.75,4,2.5,4270,43386,1.0,0.0,0.0,3,10,2680,1590,1991,0.0,98053,47.6915,-122.053,3630,36180
4403,2.7,4,2.5,1810,6509,2.0,0.0,0.0,3,7,1810,0,1994,0.0,98042,47.3531,-122.143,1760,7417
10101,5.1,3,1.5,2400,10275,1.0,0.0,0.0,4,8,1540,860,1964,0.0,98052,47.6888,-122.126,2380,10125
11027,4.49,4,1.75,2350,54450,1.0,0.0,0.0,4,7,1250,1100,1971,0.0,98027,47.4816,-122.005,2180,50529
14312,3.65,2,1.0,870,5689,1.0,0.0,0.0,4,7,870,0,1948,0.0,98103,47.6988,-122.351,1100,5711
2622,6.771,3,2.0,2110,9199,1.0,0.0,0.0,3,10,2110,0,1993,0.0,98074,47.6496,-122.083,3130,8841
8293,2.85,3,2.5,2090,10834,1.0,0.0,0.0,4,8,1360,730,1987,0.0,98003,47.3537,-122.303,1750,8595
4688,3.75,3,1.75,1590,14766,1.0,0.0,0.0,3,8,1590,0,1963,0.0,98007,47.5902,-122.147,2040,10190
15416,13.1,4,3.75,3490,5625,2.0,0.0,0.0,3,9,2610,880,2014,0.0,98103,47.6685,-122.332,1940,5000
9167,12.7,4,3.25,3640,3604,2.0,0.0,2.0,5,9,1960,1680,1913,0.0,98122,47.6145,-122.284,1940,4600
10668,3.06888,2,1.5,1010,7719,2.0,0.0,0.0,3,7,1010,0,1981,0.0,98056,47.5128,-122.189,1210,7719
8839,6.01,3,2.5,1740,1251,2.0,0.0,0.0,3,9,1180,560,2012,0.0,98199,47.644,-122.385,1740,1625
335,2.6,4,2.5,1960,5238,2.0,0.0,0.0,3,7,1960,0,2003,0.0,98038,47.3483,-122.052,1800,5894
5369,1.79,3,1.0,920,5200,1.0,0.0,0.0,4,6,920,0,1969,0.0,98042,47.3603,-122.085,920,5200
18080,3.15,4,2.5,2780,3969,2.0,0.0,0.0,3,7,2780,0,2005,0.0,98042,47.3992,-122.164,2260,4160
5278,4.1,3,1.75,1440,8560,1.0,0.0,0.0,4,7,1440,0,1979,0.0,98034,47.7296,-122.232,1460,7560
4645,4.159,3,2.5,1670,22703,1.0,0.0,0.0,3,7,1310,360,1988,0.0,98045,47.4708,-121.756,1510,16817
5680,5.1,4,2.75,3180,13348,2.0,0.0,0.0,3,8,3020,160,2004,0.0,98019,47.7439,-121.977,3020,10029
10631,2.5,3,1.5,1170,9848,1.0,0.0,0.0,3,7,1170,0,1963,0.0,98028,47.7612,-122.234,2220,5542
19467,4.4,5,3.0,2730,6000,1.0,0.0,0.0,3,8,1470,1260,1979,0.0,98178,47.4994,-122.234,2590,6000
2625,5.0,3,2.0,3040,41072,1.0,0.0,0.0,4,8,1520,1520,1978,0.0,98038,47.3944,-121.972,2230,54014
13146,2.525,2,1.5,1280,8710,1.0,0.0,0.0,3,7,1280,0,1967,0.0,98058,47.4472,-122.16,1520,9375
15010,6.33,4,2.5,2020,8044,2.0,0.0,0.0,3,8,2020,0,1990,0.0,98074,47.6247,-122.043,2320,7328
18728,4.89,4,2.0,2120,11479,1.0,0.0,0.0,4,7,1060,1060,1940,0.0,98125,47.7084,-122.303,1540,11000
19527,3.85,2,1.5,1370,159865,1.0,0.0,0.0,3,7,1370,0,1960,0.0,98072,47.7592,-122.092,1370,16217
2823,8.383,6,2.5,3760,12978,1.0,0.0,0.0,3,9,2360,1400,1967,0.0,98117,47.6976,-122.381,2300,7362
15767,5.17,3,1.75,1740,10000,1.0,0.0,0.0,3,7,1740,0,1976,2009.0,98074,47.617,-122.058,1350,7500
4925,2.2065,2,1.75,1460,10500,1.0,0.0,0.0,3,7,1460,0,1980,0.0,98045,47.4461,-121.768,1340,9600
20264,7.85,4,3.5,3310,4850,2.0,0.0,0.0,3,9,3310,0,2010,0.0,98053,47.6954,-122.022,3320,5955
18199,4.52,3,1.75,1110,9012,1.0,0.0,0.0,4,7,1110,0,1966,0.0,98052,47.6563,-122.131,1800,8679
2791,2.23,3,1.75,1360,10573,1.0,0.0,0.0,4,7,1360,0,1984,0.0,98023,47.2983,-122.374,1580,8280
18475,5.44,3,1.5,1790,8203,1.5,0.0,1.0,3,7,1790,0,1910,0.0,98116,47.5768,-122.403,1960,6047
4348,2.5995,2,2.0,1070,649,2.0,0.0,0.0,3,9,720,350,2008,0.0,98106,47.5213,-122.357,1070,928
1503,2.3,4,2.0,1220,9100,1.5,0.0,0.0,4,7,1220,0,1970,0.0,98023,47.2964,-122.376,1160,7700
1499,2.06135,3,1.0,1340,11070,1.0,0.0,0.0,4,7,1340,0,1978,0.0,98030,47.3527,-122.178,1650,7630
10020,5.795,3,1.75,1250,4120,1.0,0.0,0.0,4,7,980,270,1925,0.0,98117,47.685,-122.36,1250,4120
15693,4.8,3,2.5,2450,28185,2.0,0.0,0.0,3,9,2450,0,1990,0.0,98058,47.4665,-122.122,2440,33541
9073,4.73,2,1.75,1510,4555,1.0,0.0,0.0,3,8,1510,0,2005,0.0,98053,47.7136,-122.031,1640,4500
6412,7.95,4,2.5,3230,19193,1.0,0.0,3.0,4,8,2000,1230,1973,0.0,98075,47.5755,-122.07,3230,13420
7871,2.05,4,1.0,1030,6621,1.0,0.0,0.0,4,6,1030,0,1955,0.0,98055,47.4857,-122.221,1420,6631
7075,6.0,6,3.0,2600,9350,1.0,0.0,0.0,4,8,1340,1260,1963,0.0,98008,47.6198,-122.105,2090,9102
19988,7.18,5,2.75,3250,8100,2.0,0.0,0.0,3,8,3250,0,2014,0.0,98125,47.7133,-122.311,1270,8100
16075,6.65,4,2.75,2420,7102,1.0,0.0,0.0,5,7,1670,750,1946,0.0,98177,47.7042,-122.371,1620,7102
10394,13.8,4,3.5,3500,9523,2.0,0.0,0.0,3,10,2460,1040,1996,0.0,98033,47.6848,-122.208,3160,5997
14996,9.7,4,1.75,4060,4000,2.0,0.0,3.0,3,10,2890,1170,1953,1995.0,98199,47.6375,-122.389,1860,4000
16398,7.79,5,2.25,2830,7738,2.0,0.0,0.0,4,8,2830,0,1977,0.0,98006,47.5582,-122.136,2300,9840
4283,4.3,3,2.0,1510,7066,1.0,0.0,2.0,3,7,1230,280,1973,0.0,98125,47.7053,-122.303,1950,8089
7575,2.99,3,1.75,2010,8065,1.0,0.0,0.0,4,7,1090,920,1984,0.0,98031,47.4171,-122.202,1560,8065
7609,7.75,3,2.5,2890,8470,2.0,0.0,0.0,3,10,2890,0,1996,0.0,98075,47.5785,-122.054,3000,8879
20930,2.8,4,2.5,1934,5677,2.0,0.0,0.0,3,8,1934,0,2013,0.0,98001,47.2602,-122.252,1919,5049
332,2.95,3,2.0,1810,10530,1.0,0.0,2.0,3,8,1810,0,1991,0.0,98022,47.1913,-122.012,1910,10450
3427,4.14,4,2.5,2120,6497,2.0,0.0,0.0,3,7,2120,0,2003,0.0,98019,47.7241,-121.957,2230,6300
15219,7.45,4,2.0,1960,4520,1.0,0.0,0.0,3,8,960,1000,1922,2001.0,98116,47.58,-122.405,1680,4520
10413,1.09,2,0.5,580,6900,1.0,0.0,0.0,3,5,580,0,1941,0.0,98118,47.5135,-122.262,1570,5040
10687,7.05,4,2.0,2040,5050,1.0,0.0,0.0,5,7,1160,880,1937,0.0,98115,47.6885,-122.324,2040,5050
21149,6.54,3,2.5,2220,2873,2.0,0.0,0.0,3,10,2010,210,2012,0.0,98027,47.5311,-122.074,2290,3213
20395,6.53,4,2.5,3120,5137,2.0,0.0,0.0,3,7,3120,0,2003,0.0,98053,47.6842,-122.04,2755,5137
20433,2.94,3,1.75,1420,1361,2.0,0.0,0.0,3,7,960,460,2014,0.0,98108,47.5684,-122.314,1340,1343
13335,7.32,3,3.75,2670,6517,2.5,0.0,4.0,4,8,2020,650,1977,0.0,98126,47.5702,-122.38,2010,6073
11233,2.55,3,1.75,1700,7532,1.0,0.0,0.0,3,7,1700,0,1987,0.0,98030,47.355,-122.176,1690,7405
829,6.59,4,2.25,2610,24931,2.0,0.0,0.0,3,8,2610,0,1983,0.0,98075,47.5771,-122.05,2550,18306
16359,3.18,3,1.0,1250,20040,1.0,0.0,0.0,3,7,1250,0,1970,0.0,98072,47.7514,-122.108,1640,19840
19483,4.88,3,2.5,1590,2550,3.0,0.0,0.0,3,7,1590,0,1985,0.0,98117,47.6772,-122.393,1260,5100
21505,13.8,5,3.5,5150,12230,2.0,0.0,2.0,3,10,3700,1450,2007,0.0,98008,47.6249,-122.09,2940,13462
5513,8.15,5,2.25,3410,35536,2.0,0.0,0.0,3,10,2530,880,1974,0.0,98005,47.65,-122.155,3140,43453
7848,3.42,2,1.0,740,6180,1.0,0.0,0.0,3,6,740,0,1948,0.0,98118,47.5517,-122.272,1330,4635
19375,6.2,4,2.5,3040,9606,2.0,0.0,0.0,3,7,3040,0,2003,0.0,98053,47.6884,-122.044,1690,3849
8777,2.87,2,1.5,720,4346,1.0,0.0,0.0,4,6,720,0,1942,0.0,98106,47.5225,-122.351,790,4346
19559,5.75,3,2.25,2400,5000,1.5,0.0,0.0,4,7,1440,960,1926,0.0,98117,47.6897,-122.393,1630,5000
16827,4.46,5,2.75,2190,12687,1.0,0.0,0.0,5,7,1370,820,1978,0.0,98028,47.7762,-122.257,2280,10784
5023,3.2495,4,2.5,2641,8615,2.0,0.0,0.0,3,7,2641,0,1998,0.0,98031,47.4038,-122.213,2641,8091
13678,4.05,3,1.75,2020,8531,1.0,0.0,0.0,3,7,2020,0,1965,0.0,98011,47.7691,-122.199,1950,8449
6862,15.6,5,2.5,2870,16238,2.0,0.0,0.0,4,8,2870,0,1962,0.0,98039,47.6308,-122.238,2870,16238
3160,4.15,3,1.0,1360,73616,1.0,0.0,0.0,3,7,1360,0,1971,0.0,98072,47.7528,-122.119,2040,50965
5804,2.58,3,1.75,1040,5650,1.0,0.0,0.0,5,6,1040,0,1951,0.0,98178,47.5111,-122.256,1290,5650
14228,1.4,2,1.0,1080,6052,1.0,0.0,0.0,5,6,1080,0,1908,0.0,98030,47.3857,-122.215,1810,7830
10770,10.5,4,4.0,4320,8709,2.0,0.0,0.0,3,11,3190,1130,2006,0.0,98027,47.5369,-122.07,4010,8321
3638,5.937,3,2.5,2000,22000,2.0,0.0,0.0,3,8,2000,0,1979,0.0,98075,47.59,-122.081,2180,19800
3228,9.65,4,3.25,5010,49222,2.0,0.0,0.0,5,9,3710,1300,1978,0.0,98027,47.5489,-122.092,3140,54014
20853,4.28,3,2.5,1650,2201,3.0,0.0,0.0,3,8,1650,295,2007,0.0,98133,47.7108,-122.333,1650,1965
14628,8.35,4,3.0,4480,42717,2.0,0.0,0.0,3,9,4480,0,1987,0.0,98077,47.7711,-122.088,3140,41632
277,7.7,4,2.75,3820,26300,2.0,0.0,0.0,3,9,2850,970,2014,0.0,98028,47.7618,-122.261,1860,12136
5692,5.59,2,2.0,1660,4500,1.0,0.0,0.0,3,8,1660,0,2003,0.0,98053,47.7094,-122.031,1670,5580
11224,5.95,2,1.0,980,3600,1.0,0.0,0.0,3,6,980,0,1907,0.0,98119,47.6366,-122.365,1690,3600
7157,3.05,2,1.5,1140,2980,2.0,0.0,0.0,3,7,1140,0,1988,0.0,98029,47.5707,-122.018,1150,2981
21011,5.35,4,2.25,1890,3615,2.0,0.0,0.0,3,7,1890,0,2005,0.0,98029,47.5493,-121.999,1630,3280
2750,8.56,3,2.5,2160,3920,2.0,0.0,0.0,3,9,2160,0,2014,0.0,98116,47.5762,-122.415,1500,4920
5467,3.725,5,3.0,2480,10090,1.0,0.0,0.0,3,7,1300,1180,2004,0.0,98178,47.4964,-122.263,2290,9900
10315,1.5,3,1.5,1230,8056,1.0,0.0,0.0,4,6,1230,0,1949,0.0,98168,47.4878,-122.314,850,6714
20522,4.3,3,2.5,2075,39553,1.0,0.0,0.0,3,7,2075,0,2012,0.0,98038,47.3601,-122.032,1960,9047
16298,1.985,2,1.0,1050,9600,1.0,0.0,0.0,4,6,1050,0,1959,0.0,98023,47.3274,-122.346,990,8880
16374,5.75,4,2.5,3020,17810,1.0,0.0,0.0,3,9,1600,1420,1979,0.0,98155,47.7735,-122.281,2500,15815
1634,3.25,3,2.25,1890,9646,1.0,0.0,0.0,3,8,1890,0,1966,0.0,98168,47.4838,-122.299,1580,9488
9109,2.1618,2,1.0,1120,7797,1.0,0.0,0.0,3,6,1120,0,1948,0.0,98055,47.4871,-122.22,2180,7200
10121,8.6,4,2.0,3740,32417,2.0,0.0,0.0,3,9,3740,0,2000,0.0,98053,47.6728,-122.012,3180,32417
15663,7.79,3,1.75,1990,5600,1.0,0.0,1.0,3,8,1330,660,1941,0.0,98199,47.65,-122.415,2630,6780
20612,3.9995,3,3.0,1296,1051,3.0,0.0,0.0,3,8,1296,0,2009,0.0,98125,47.7175,-122.284,1520,1939
8770,3.8,4,1.75,2260,7200,1.5,0.0,0.0,5,7,1360,900,1924,0.0,98056,47.5122,-122.186,1410,7465
3213,6.325,5,3.25,3500,7254,2.0,0.0,0.0,3,8,2760,740,2005,0.0,98065,47.5444,-121.881,2820,6317
915,5.7,3,3.25,1570,1777,2.0,0.0,0.0,3,8,1260,310,2007,0.0,98107,47.6655,-122.369,1000,1777
4142,3.306,1,1.0,580,1799,1.0,0.0,0.0,3,7,580,0,1908,2005.0,98117,47.6829,-122.375,1260,4000
5895,9.425,4,3.25,3570,14408,2.0,0.0,2.0,3,10,3570,0,2006,0.0,98065,47.536,-121.857,4100,14577
9642,4.7995,4,2.25,2570,11070,2.0,0.0,0.0,4,8,2570,0,1966,0.0,98058,47.4507,-122.152,2210,9600
13411,6.75,4,2.5,3000,5548,2.0,0.0,0.0,3,9,3000,0,2006,0.0,98059,47.5399,-122.188,2870,5000
9399,4.4,4,2.0,2310,5004,1.0,0.0,0.0,3,7,1430,880,1994,0.0,98108,47.5471,-122.298,1630,5060
1949,3.47,3,1.75,1240,8050,1.0,0.0,0.0,4,7,1240,0,1978,0.0,98074,47.6108,-122.044,1370,9856
7200,6.55,5,2.5,2560,46786,2.0,0.0,0.0,3,8,2560,0,1995,0.0,98019,47.7125,-121.915,2430,46929
449,5.2,3,2.25,2590,9263,1.0,0.0,0.0,5,8,1440,1150,1977,0.0,98028,47.7691,-122.262,2580,9450
15135,4.48,5,3.5,3740,24684,2.0,0.0,0.0,3,9,2760,980,1998,0.0,98038,47.3832,-122.057,2880,26023
5564,6.25,4,2.0,1760,5307,1.5,0.0,0.0,4,7,1170,590,1948,0.0,98105,47.6714,-122.28,1850,6600
8587,2.81,3,1.5,1280,974,3.0,0.0,0.0,3,7,1280,0,2003,0.0,98125,47.7162,-122.293,1420,1422
10724,4.55,3,1.75,1180,14292,1.0,0.0,0.0,3,7,1180,0,1981,0.0,98045,47.4818,-121.733,1480,14400
8274,6.16,4,2.5,2490,12929,2.0,0.0,0.0,3,9,2490,0,1983,0.0,98074,47.6161,-122.021,2440,12929
1,5.38,3,2.25,2570,7242,2.0,0.0,0.0,3,7,2170,400,1951,1991.0,98125,47.721,-122.319,1690,7639
21331,3.38,3,2.5,1690,1760,2.0,0.0,0.0,3,8,1410,280,2014,0.0,98106,47.5387,-122.367,1740,1760
14755,5.5,3,2.0,1490,3880,1.0,0.0,0.0,3,7,1490,0,1959,0.0,98107,47.662,-122.363,1490,3880
20420,6.75,4,2.5,2620,6114,2.0,0.0,0.0,3,9,2620,0,2011,0.0,98029,47.5603,-122.013,2620,5808
4333,6.22,3,2.25,1550,1919,3.0,0.0,0.0,3,8,1550,0,2003,0.0,98107,47.6729,-122.379,1550,2918
14109,3.8,2,1.0,980,3400,1.0,0.0,0.0,3,7,980,0,1923,0.0,98105,47.6688,-122.323,1200,3420
3426,4.75,3,1.5,1640,2720,1.5,0.0,0.0,3,8,1640,0,1929,0.0,98115,47.6869,-122.317,1490,4375
20787,5.36,4,2.5,2520,4831,2.0,0.0,0.0,3,8,2520,0,2009,0.0,98072,47.7711,-122.168,2430,3937
6784,5.39,3,2.0,2070,9195,1.0,0.0,0.0,3,8,1220,850,1982,0.0,98074,47.6491,-122.061,2080,9551
743,3.05,3,1.0,1160,9750,1.0,0.0,0.0,3,7,1160,0,1967,0.0,98077,47.7422,-122.073,1160,9650
3990,4.25,4,1.5,2290,8773,1.0,0.0,0.0,4,7,1330,960,1947,0.0,98133,47.7173,-122.33,1740,7058
15140,7.35,4,2.0,1640,6000,1.5,0.0,0.0,4,9,1640,0,1911,0.0,98119,47.6505,-122.375,1900,6000
17536,3.3,3,1.5,1170,4950,1.0,0.0,0.0,4,7,1170,0,1960,0.0,98007,47.6057,-122.135,1570,7700
6346,3.8,3,2.0,1470,1656,2.0,0.0,0.0,3,8,1310,160,2003,0.0,98126,47.5653,-122.369,1470,2288
4591,3.9,3,1.75,1260,6500,1.0,0.0,0.0,4,7,1260,140,1966,0.0,98008,47.6224,-122.116,1500,7700
14210,5.175,4,2.5,1520,3370,2.0,0.0,0.0,3,8,1520,0,1994,0.0,98029,47.5696,-122.004,1860,4486
6825,3.5,4,3.0,3380,16133,1.0,0.0,1.0,3,8,2330,1050,1959,0.0,98118,47.5501,-122.261,2500,11100
16037,3.1545,3,1.75,1130,7500,1.5,0.0,0.0,4,7,1130,0,1908,0.0,98108,47.5254,-122.318,1240,6000
18424,3.8,2,2.5,1230,987,2.0,0.0,0.0,3,7,1060,170,2011,0.0,98144,47.6007,-122.305,1290,1328
7796,2.995,2,1.0,740,6300,1.0,0.0,0.0,3,6,740,0,1942,0.0,98126,47.5158,-122.376,740,6300
12050,6.17,3,2.5,1910,4488,2.0,0.0,0.0,3,8,1910,0,1998,0.0,98007,47.6176,-122.14,1530,3696
35,6.96,3,2.5,2300,3060,1.5,0.0,0.0,3,8,1510,790,1930,2002.0,98115,47.6827,-122.31,1590,3264
4103,6.98,6,2.5,2680,11250,1.0,0.0,0.0,5,7,1340,1340,1967,0.0,98033,47.6553,-122.19,2200,9875
17875,6.8,3,1.75,1760,8400,1.0,0.0,0.0,4,8,1460,300,1960,0.0,98136,47.5355,-122.39,1980,8400
8779,2.7,3,2.25,1750,8400,1.0,0.0,0.0,3,7,1350,400,1965,0.0,98188,47.4571,-122.272,2020,9110
20230,4.57,2,2.5,1380,1329,2.0,0.0,0.0,3,8,1050,330,2008,0.0,98117,47.6903,-122.37,1360,3750
14852,3.945,4,2.5,3002,6042,2.0,0.0,0.0,3,8,3002,0,2004,0.0,98055,47.4231,-122.186,2566,6390
19380,8.46,4,3.25,2720,4000,2.0,0.0,1.0,3,10,2070,650,2014,0.0,98118,47.5554,-122.267,1450,4000
8605,5.757,3,1.75,1730,6130,1.0,0.0,0.0,3,7,1480,250,1941,0.0,98115,47.6978,-122.316,1730,6131
1011,9.0,4,2.25,2460,44431,1.0,0.0,0.0,4,9,2460,0,1957,0.0,98007,47.6042,-122.147,2830,44431
4312,10.8,4,4.25,3500,8750,1.0,0.0,4.0,5,9,2140,1360,1951,0.0,98177,47.7222,-122.367,3110,8750
12342,4.5,3,2.5,1670,2589,2.0,0.0,0.0,3,8,1670,0,2000,0.0,98027,47.5314,-122.047,1670,2897
12856,3.9995,2,0.75,1330,2856,1.0,0.0,0.0,4,7,930,400,1916,0.0,98126,47.5671,-122.37,1330,2856
9639,3.5995,3,2.5,2210,6280,2.0,0.0,0.0,3,8,2210,0,2003,0.0,98038,47.35,-122.043,2250,5972
8780,2.1,3,2.0,960,9380,1.0,0.0,0.0,3,6,960,0,1949,0.0,98146,47.4852,-122.343,1460,9240
13407,2.75,3,1.5,1320,7695,1.0,0.0,0.0,4,7,1320,0,1959,0.0,98056,47.4908,-122.181,1370,8295
3920,15.0,4,3.75,3770,4000,2.5,0.0,0.0,5,9,2890,880,1916,0.0,98122,47.6157,-122.287,2800,5000
8258,3.5,2,1.0,1070,2880,1.0,0.0,0.0,3,7,1070,0,1902,0.0,98102,47.6261,-122.324,2030,2880
10313,5.35,3,2.25,2050,6648,1.0,0.0,0.0,3,7,1230,820,1990,0.0,98133,47.7258,-122.332,1760,7200
16326,1.0,2,0.75,660,5240,1.0,0.0,0.0,4,4,660,0,1912,0.0,98032,47.3881,-122.234,850,5080
1572,3.03,3,2.5,1850,4957,2.0,0.0,0.0,3,8,1850,0,1999,0.0,98092,47.3311,-122.17,2400,6367
13274,8.3,3,3.0,2080,10521,1.5,0.0,0.0,3,9,2080,0,2004,0.0,98034,47.6987,-122.228,3730,11840
19992,7.59,3,2.25,1640,1873,3.0,0.0,0.0,3,8,1640,0,2014,0.0,98112,47.6196,-122.297,1640,3920
15095,3.9795,4,1.75,2360,8116,1.0,0.0,0.0,4,7,1180,1180,1916,1970.0,98133,47.7635,-122.335,1670,8160
17400,7.39,4,2.5,2800,246114,2.0,0.0,0.0,3,9,2800,0,1999,0.0,98014,47.6586,-121.962,2750,60351
17248,3.08,3,1.75,1630,11475,1.0,0.0,0.0,4,7,1330,300,1979,0.0,98045,47.4635,-121.746,1630,11475
18155,7.91,5,1.75,2344,4800,1.5,0.0,0.0,4,7,1544,800,1921,0.0,98103,47.6537,-122.335,1770,4200
20130,3.28423,3,2.5,1730,3600,2.0,0.0,0.0,3,8,1730,0,2014,0.0,98146,47.5019,-122.34,2030,3600
18639,2.8,3,2.5,1020,2217,2.0,0.0,0.0,3,7,720,300,2004,0.0,98106,47.5343,-122.348,1060,1524
5124,9.5,5,3.25,3400,7452,2.0,0.0,0.0,3,10,3400,0,1999,0.0,98007,47.6141,-122.136,2650,8749
1965,4.7175,5,3.5,3790,8200,1.0,0.0,1.0,3,8,2120,1670,2001,0.0,98056,47.4891,-122.19,1740,8676
3959,5.02,4,1.75,1920,3844,1.0,0.0,0.0,3,7,1170,750,1967,0.0,98133,47.7041,-122.353,1480,3844
3497,6.1942,4,2.75,2450,14803,2.0,0.0,0.0,4,9,2450,0,1988,0.0,98059,47.5261,-122.162,2330,14803
15682,4.5,3,2.5,3800,13071,2.0,0.0,0.0,3,10,2730,1070,1994,0.0,98023,47.3076,-122.397,2980,11110
11556,2.5895,3,1.75,1440,8050,1.0,0.0,0.0,3,8,1440,0,1985,0.0,98023,47.3187,-122.39,1790,7488
